Instrução,PPL,BLEU,ROUGE-1 F1,ROUGE-2 F1,ROUGE-L F1,Faithfulness,Answer Relevance,Plan Adherence,Gerado,Referência
Qual é o papel do córtex préfrontal na memória de ...,3.57,16.42,0.69,0.593,0.69,0.667,0.619,0.5,O córtex préfrontal ajuda a memória de trabalho.,"O córtex préfrontal é crucial para a memória de trabalho, como demonstrado em estudos com macacos."
Qual é o processo necessário para a codificação pr...,4.7,3.01,0.294,0.125,0.235,0.571,0.452,0.5,O processo necessário para a codificaço profunda na memória explcita é compreenso de códigos e adolescentes.,"Codificação profunda requer atenção, motivação e conexão com informações existentes."
Qual função é realizada pelo lobo temporal medial ...,6.27,4.79,0.462,0.083,0.308,0.5,0.432,0.5,O lobo temporal medial na memória funciona a modulaço de serotonina.,"Contribui para a consolidação profunda, evocação e memória de trabalho."
Qual região do cérebro é responsável pela forma te...,2.57,17.42,0.56,0.261,0.56,0.444,0.422,0.5,O regio do cérebro é responsável para armazenamento de memórias.,O lobo temporal medial é responsável pelo armazenamento temporário de memórias.
Qual área do córtex está relacionada à memória sem...,11.09,4.2,0.105,0.0,0.105,0.75,0.75,0.5,O córtex está relacionada à memória semântica no focada.,"Neocórtex, incluindo lobos temporal lateral e ventral."
Que tipos de Priming foram descritos no texto?...,9.2,9.65,0.222,0.0,0.222,0.2,0.171,0.5,Priming é uma tecnologia emocionada.,Priming conceitual e Priming sensorial.
Qual é o papel do córtex extraestriatal no process...,3.2,2.82,0.4,0.242,0.4,0.429,0.402,0.5,O córtex extraestriatal aprendiza e memória.,"O córtex extraestriatal é envolvido no aprendizado progressivo e na formação de memórias, especialmente em relação às memórias intrínsecas e hábitos."
Qual papel desempenha o sono na consolidação das m...,3.96,3.1,0.375,0.133,0.375,0.5,0.464,0.5,O sono desempenha a consolidaço das memórias.,"O sono influencia a transformação da memória temporária em memórias estáveis, afetando memórias emocionais, declarativas e processuais."
Quais são os benefícios do sono na consolidação da...,4.05,13.32,0.564,0.378,0.513,0.5,0.386,0.5,Sono na consolidaço da memória de aprendizado faça a renovaçe de melhores cognitivos.,"O sono ajuda na consolidação da memória de aprendizado, facilitando aative reativação e a redução da demanda atencional."
Qual é o impacto de não seguir um ciclo circadiano...,13.59,2.57,0.067,0.0,0.067,0.714,0.565,0.5,"O seguir um ciclo circadiano na aprendizagem cognitiva é importante, como emoçes de enfoqueçamento, acadêmica, e renovaço.","Erro no aprendizado, perda cognitiva, interferência no processamento visuoespacial."
Qual é o papel das microglias no sistema nervoso c...,23.48,0.89,0.194,0.0,0.129,0.333,0.303,0.5,Microglias ajudam a reorganizaço de atividades cognitivas.,"As microglias modulam sinapses no SNC, liberando interleucinas e fator de necrose tumoral, que estão relacionadas à regulação química do aprendizado."
Quais citocinas liberadas por células T ativadas e...,9.94,2.28,0.077,0.0,0.077,0.923,0.923,0.5,Os citocinas liberadas por células T ativadas e monócitos infiltrantes contribuem à desenvolvimento de memórias durante a atividade cognitiva.,IL-4 e IL-10.
Quais conceitos são abordados no artigo de Kumar s...,4.14,5.4,0.345,0.222,0.276,0.5,0.404,0.5,"O artigo de Kumar aborda a memória semântica, enfocando a emoço e a desenvolvimento de tecnologias.","Metodologia, modelos e desafios atuais da memória semântica."
Qual é a definição da prática em termos de interaç...,3.8,4.15,0.432,0.171,0.378,0.333,0.292,0.5,Prática é uma emoço de interaçes com o mundo.,"Prática é a habilidade que envolve pensamento consciente, conceitualização e organização da interação com o mundo, incluindo movimentos, funções sensoriais e motoras."
Quais áreas cerebrais estão envolvidas no controle...,6.57,4.52,0.095,0.0,0.095,0.5,0.432,0.5,A área cerebrais esto envolvida no controle motor práxico.,"O córtex motor, o córtex somatossensorial e o cerebelo."
Quais são alguns exemplos de disfunção psicomotora...,36.94,1.67,0.167,0.0,0.167,0.4,0.291,0.5,"Algunas exemplos de disfunço psicomotora so associaçes, como a viso de movimentos motores.","Apraxia, ataxia, disartria; relacionados a Lesões cerebrais, Doença de
Alzheimer, acidente vascular cerebral, demência frontotemporal, esclerose
multipla, parkinsonismo."
Qual é o resultado de apraxia de planejamento em c...,9.34,3.46,0.242,0.0,0.182,0.6,0.45,0.5,Apraxia de planejamento em crianças com TEA resulta na desensitizaço afetada e a melhor affectiva.,"Incapacidade ou ambiguidade no planejamento de atos motor, afetando a execução adaptada de ações."
Quais áreas do cérebro são envolvidas na produção ...,7.62,2.81,0.08,0.0,0.08,0.375,0.338,0.5,O cérebro so envolvida na produço de movimentos finos.,"A área motora primária (M1), área pré-motora e córtex pré-frontal."
Qual é a principal via do comando motor humano e s...,10.1,2.29,0.069,0.0,0.069,0.667,0.583,0.5,A principal via do comando motor humano é a via de motores emocionais.,Via piramidal controla movimentos voluntários e precisos; divide-se em controle dos movimentos distais e proximais.
Qual é a função do sistema nervoso autônomo?...,6.62,2.44,0.2,0.0,0.15,0.4,0.271,0.5,"A funço do systema nervoso autônomo é uma eficiência emocionada pelo cólera, como a ajuda de enfoqueçamento e a resposta.","Controla funções corporais involuntárias como respiração, circulação sanguínea e digestão."
Quais são as principais características de uma cri...,9.05,1.51,0.129,0.0,0.065,0.143,0.117,0.5,A criança com TEA está caracterizada com uma sensaço emocionada.,"Falta coordenação de funções sensoriais, motoras, cognitivas, de linguagem, levando a prejuízos no comportamento e desenvolvimento."
Quais distúrbios são causados por lesões ou doença...,4.85,18.3,0.545,0.323,0.424,0.667,0.6,0.5,"Distrbios causados por leses ou doenças neurológicas, afetando a capacidade de realizar tarefas motoras especficas.","A apraxia, resultante de lesões cerebrais ou doenças neurológicas, impede tarefas motoras coordenadas."
Quais são os sintomas e o processo diagnóstico da ...,4.92,3.65,0.327,0.085,0.163,0.833,0.644,0.5,"Sintomas e diagnóstico de apraxia ideomotora so como: - Os sintomas se caracterizam com uma estruço, enquanto o processo difcil é necessário. - A",A apraxia ideomotora afeta a capacidade de realizar movimentos complexos. O diagnóstico envolve avaliação de tarefas motrças específicas por um especialista.
Qual é uma característica da dispraxia verbal?...,8.12,4.46,0.118,0.0,0.118,0.5,0.361,0.5,Dispraxia verbal é uma caracterstica emocionada pelo córtex de vocência.,A incapacidade de articular palavras corretamente.
Quais são as consequências do comprometimento do c...,5.71,5.47,0.333,0.15,0.333,0.714,0.584,0.5,"Comprometimento do controle motor nos msculos na apraxia consequências, como afetaço de movimentos motores.",Comprometimento no controle motor causa dificuldade na execução de movimentos voluntários devido a problemas na transmissão de informações entre regiões cerebrais.
Qual é a forma mais elementar de comando motor coo...,14.02,2.63,0.0,0.0,0.0,0.667,0.533,0.5,A forma mais elementa de comando motor coordenado é a modulaço de emoçes cognitivas.,Os arcos reflexos na medula espinal ou no tronco encefálico.
Quais efeitos as lesões do sistema nervoso central...,4.14,6.41,0.333,0.176,0.333,0.556,0.505,0.5,Os leses do systema nervoso central podem ter reflexos espinhais.,"Lesões do sistema nervoso central podem causar mudanças significativas na intensidade dos reflexos espinhais, que ajudam no diagnóstico de distúrbios neurológicos."
Qual é o mecanismo por trás do reflexo miotático i...,9.49,13.56,0.474,0.222,0.368,0.5,0.4,0.5,O reflexo miotático inverso é a reverso de movimentos e a activaço da córtex.,"O reflexo miotático inverso envolve o relaxamento de um músculo sob força contrativa, regulando assim a força muscular."
Quais são as principais diferenças entre o reflexo...,7.05,11.91,0.48,0.333,0.44,0.429,0.33,0.5,"O reflexo miotático inverso ajuda a desensaço em tempo, enquanto o reflexo Miotàtico nascimentos.","O reflexo miotático inverso é dissináptico devido à transmissão por um interneurônio inibitório, levando ao relaxamento do músculo, enquanto o reflexo miotático é excitante, causando a contração muscular."
Quais são as funções dos reflexos de extensão cruz...,3.69,5.85,0.372,0.146,0.372,0.545,0.487,0.5,"Reflexos de extenso cruzada e retirada do flexor manutenço da postura e marcha, respectively.","O reflexo de extensão cruzada aumenta o suporte postural, enquanto o reflexo de retirada do flexor facilita a contração do músculo flexor durante a marcha."
Qual papel os centros superiores desempenham nos r...,6.13,18.04,0.471,0.267,0.471,0.625,0.59,0.5,Os centros superiores desempenham reflexos de indivduos normais.,Os centros superiores controlam e regulam continuamente os reflexos.
Quais são as funções principais do cerebelo no con...,6.73,7.31,0.519,0.16,0.519,0.333,0.267,0.5,"O cerebelo controla movimentos, ajudando a emoço e affectiva.","O cerebelo prepara e controla movimentos harmoniosos, verificando a precisão do timing e da execução."
Quais são as três áreas importantes do cerebelo pa...,6.37,4.46,0.0,0.0,0.0,0.333,0.278,0.5,"O cerebelo está envolvido em movimento, como o cerebello.","Vestibulocerebelo, espinocerebelo e cerebrocerebelo."
Qual é a função do lobo floculonodular em relação ...,16.65,2.84,0.0,0.0,0.0,0.5,0.417,0.5,"O lobo floculonodular ajuda a postura, enfocando a sua viso e aço.",Regula ajustes posturais usando informações do labirinto vestibular.
Qual função é atribuída ao verme espinal e cerebra...,11.09,2.86,0.24,0.0,0.16,0.444,0.404,0.5,O verme espinal e cerebral ajudam a msculos e movimento.,"Controles os músculos proximais, postura, locomoção, movimento ocular e afeta distantias dos membros."
Quais estruturas no sistema nervoso são responsáve...,9.79,7.77,0.286,0.077,0.286,0.455,0.42,0.5,O sistema nervoso so responsáveis por suavizaço e harmonizaçe dos movimentos voluntários.,O espinocerebelo contribui para a suavidade e harmonia dos movimentos dos membros.
Quais funções os microcomplexos cerebelares desemp...,5.2,2.71,0.333,0.15,0.286,0.778,0.778,0.5,Os microcomplexos cerebelares desempenham aprendizado motor e atividade mental.,"Os microcomplexos cerebelares facilitam o aprendizado motor através da redução da atividade das fibras paralelas e detecem erros de movimento, enquanto também envolvem funções mentais semelhantes a processos motores."
Qual é a diferença marcante entre as lesões cerebe...,5.24,4.32,0.103,0.0,0.103,0.375,0.281,0.5,"Os leses cerebelares envolvem a reorganizaço de neurônios, enquanto os outros centros se caracterizam com a desensadura de células.","Lesões cerebelares implicam erros dos movimentos, enquanto outras lesões levam à paralisia dos movimentos voluntários."
Quais são as funções executivas e sua importância ...,5.62,2.22,0.292,0.087,0.25,0.5,0.375,0.5,"Os funçes executivas envolvem a desenvolvimento da autonomia, como a reorganizaço de cóleras e a modulación de tempo.","Funções executivas incluem habilidades de planejamento, organização, execução e controle, essenciais para a independência pessoal e sucesso acadêmico, profissional e social."
Quais problemas podem surgir se as funções executi...,4.21,3.17,0.278,0.0,0.167,0.364,0.293,0.5,"A traumatismo craniano pode comprometido a funçes executivas, fazer problemas em ajuda, como desenvolvimento e afetaço.","Dificuldades em tarefas diárias, tomada de decisões, emoções e adaptação a novas situações."
Quais condições podem afetar a função executiva co...,8.37,2.84,0.0,0.0,0.0,0.6,0.55,0.5,Condiçes afetar a funço executiva com a flexibilidade cognitiva e o controle inibitório.,"Doenças neurodegenerativas, transtornos mentais, uso de drogas, envelhecimento."
Quais três habilidades cognitivas principais são i...,11.09,3.04,0.148,0.0,0.148,0.667,0.641,0.5,"Os habilidades cognitivas so independentes, mas interagem na Modelo das Funçes Executivas de Miyake e colaboradores.","Memória de trabalho, controle inibitório e flexibilidade mental."
Qual é a importância dos modelos teóricos das funç...,8.12,3.74,0.231,0.0,0.154,0.5,0.375,0.5,"Modelos teóricos representam funçes executivas, ajudando a desensaço de comportamento e adolescentes.",Orientar e organizar estratégias de avaliação e intervenção.
Qual método é usado para avaliar funções executiva...,5.36,4.46,0.353,0.133,0.235,0.364,0.348,0.5,O método é autoavaliaço de habilidades e estratégias de enfrentamento.,Questionários de autoavaliação.
Que vantagens e desvantagens apresenta a observaçã...,6.52,1.97,0.194,0.0,0.194,0.5,0.432,0.5,A observaço direta apresenta vantagens e disadvantagens de funçes executivas.,"Os pontos fortes incluem a avaliação em tempo real, mas pode ser influenciada pelos comportamentos e habilidades observados."
Quais metodologias fornecem insights sobre o uso d...,7.51,3.19,0.231,0.083,0.231,0.111,0.091,0.5,"Metodologias como emoçes de enfoqueçamento, aprendizagem, ciências e comportamento.",Avaliações de habilidades executivas em ambientes naturais e exames de imagem cerebral (fMRI).
Quais fatores influenciam a decisão de encaminhar ...,7.99,2.71,0.067,0.0,0.067,0.571,0.44,0.5,"Fatores influenciadas na deciso de encaminhar um paciente a um especialista, como emoçes cognitivas, ciências e comportamentos.","Resultados da avaliação, objetivos de tratamento, comprometimento cognitivo atípico."
Quais são as formas de preservar e proteger as fun...,12.77,1.87,0.0,0.0,0.0,0.667,0.476,0.5,"Formas de preservar e proteger as funçes executivas envolvem a tecnologia cognitiva, como a capacitaço de ciências e a forma de ajuda.","Exercício físico regular, incluindo exercícios aeróbicos."
Qual atividade pode ajudar a melhorar as funções e...,7.87,3.75,0.0,0.0,0.0,0.714,0.635,0.5,A atividade cognitiva pode ajudar a melhorar as funçes executivas.,Treinamento cognitivo baseado em computador.
Quais são formas de preservar e melhorar as funçõe...,8.77,2.42,0.054,0.0,0.054,0.667,0.5,0.5,"Formas de preservar e melhorar as funçes executivas envolvem a reorganizaço de cóleras, ajudamento nas tecnologias.","Exercício físico, alimentação saudável, sono adequado, treinamento cognitivo, redução do estresse, atividade mental."
