Instrução,PPL,BLEU,ROUGE-1 F1,ROUGE-2 F1,ROUGE-L F1,Faithfulness,Answer Relevance,Plan Adherence,Gerado,Referência
Quais são as duas vias da projeção retinofugal de ...,9.49,0.53,0.138,0.0,0.138,0.25,0.25,0.5,O olho e o cérebro.,"A via visual primária, chamada de geniculo estriatal, e a via que dirige da retina até o colículo superior no tecto."
Qual é a função dos ganglionares da retina na visu...,8.91,3.82,0.0,0.0,0.0,0.4,0.325,0.5,Os ganglionares da retina ajudam na visualizaço emocionada.,"Controlam movimentos sacádicos rápidos e bruscos, como a leitura."
Quais vias são implicadas no processamento visual ...,4.66,2.93,0.143,0.0,0.071,0.462,0.431,0.5,O ncleo geniculado lateral é implicado no processamento visual e planejamento do movimento.,"As vias ventral e dorsal estão implicadas, com o córtex estriado como alvo principal."
Qual é o papel das áreas parietais posteriores do ...,3.44,3.67,0.148,0.0,0.074,0.667,0.606,0.5,Os áreas parietais posteriores do córtex cerebral so importantes na percepço espacial.,Coordenam informações sensoriais e motoras para reconhecimento e orientação do movimento.
Quais regiões do cérebro são envolvidas na rotação...,4.88,2.07,0.186,0.049,0.186,0.167,0.133,0.5,"A rotaço mental envolve o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal e o córtex pré-frontal.","Córtex parietal e processos cognitivos, incluindo atenção visual endógena."
Quais características são presentes em um paciente...,6.13,0.84,0.0,0.0,0.0,0.375,0.303,0.5,"A atrofia cortical posterior é caracterizada pelo deficiência em entender palavras, em entender palavras, em entender palavras.","Desempenho reduzido na percepção espacial, simultanagnosia, percepção de objetos, dispraxia de construção, agnosia ambiental, apraxia oculomotora, ataxia óptica, alexia, desorientação, acalculia, apraxia, prosopagnosia aperceptiva, agrafia, agnosia de dedos."
Quais sintomas podem indicar que alguém possui sín...,6.89,1.13,0.089,0.0,0.089,0.125,0.104,0.5,Sndrome de Irlen (SI) é caracterizada por apresentaçes emocionais emocionais emocionais emocionais emocionais emocionais.,"Baixa capacidade de leitura, sensibilidade à luz, distorção de fundo de olho, distorções gráficas, campo visual diminuído, dificuldade de fixação ocular e percepção alterada da profundidade."
Quais são as principais dificuldades visuais enfre...,5.53,9.13,0.321,0.185,0.321,0.444,0.376,0.5,"Os pacientes com Doença de Parkinson enfrentam dificuldades na viso, como o movimento de olhos, o movimento de olhos, o movimento de olhos e o movimento de olhos.","Pacientes com Doença de Parkinson experimentam dificuldade com tarefas visuais cotidianas, diplopia, julgamento incorreto de objetos/distâncias, alucinações visuais e sensibilidade ao contraste prejudicada."
Quais são as alterações da percepção na doença de ...,7.05,1.44,0.167,0.0,0.167,0.0,0.0,0.5,"Alteraçes na percepço, como a diminuiço da velocidade de movimento, a diminuiço da velocidade de movimento, a diminuiço da velocidade de movimento, a diminuiço da velocidade de movimento, a diminuiço da velocidade de movimento.","DP apresenta anormalidades na visão de cores, visão de preto e branco, contraste e acuidade visual deteriorada."
Quais são sinais precoces importantes no diagnósti...,6.68,2.02,0.182,0.1,0.182,0.4,0.3,0.5,"Os sinais precoces incluem deficiências cognitivas, cognitivos emocionais, cognitivos emocionais, cognitivos emocionais, cognitivos emocionais.",Deficiências de capacidade visuoespacial e visuoperceptual.
Quais alterações no processamento visual cortical ...,4.59,4.74,0.286,0.0,0.238,0.375,0.312,0.5,"Alteraçes na processamento visual cortical, incluindo alteraçes na aprendizagem, aprendizagem visual, aprendizagem emocional e aprendizagem emocional.","Pacientes sintomáticos apresentam alteração no processamento cortical visual, com diminuição na seletividade de resposta e discriminação de formas e cenas."
Quais são algumas das referências citadas no texto...,33.12,1.4,0.151,0.039,0.151,0.6,0.467,0.5,"Os referências citadas na texto incluem referências asociadas às células, células emocionais, células emocionais, células emocionais e células emocionais.","Referências incluem trabalhos de Roberto Lento, Eric Kandel, Ramsey R., Carla Dalmaz, Jorge Quillfeld, Maria Elisa Calcagnotto, EEM Stewart, FT Hartmann, Y Morgenstern, e David Wolk."
"Qual é a diferença entre ""memória"" e ""memórias"" na...",2.37,11.71,0.4,0.105,0.35,0.5,0.438,0.5,"""Memória"" na literatura refere a uma memória, e ""memórias"" na literatura refere a uma série de memórias.","""Memória"" refere-se a um mecanismo de armazenamento, enquanto ""memórias"" são experiências individuais armazenadas."
Quais são os dois tipos de memória com base na nat...,3.52,10.68,0.429,0.167,0.429,0.143,0.134,0.5,Memória emocionária e memória emocionária.,Memória objetiva e subjetiva.
Quais regiões do cérebro são envolvidas na memória...,2.92,1.85,0.386,0.291,0.386,0.444,0.404,0.5,Mesmória de longa duraço e memória de curto prazo.,"A memória de longa duração envolve o hipocampo e regiões associativas límbicas do lobo temporal medial. A memória de curto prazo é conhecida como memória de trabalho, mas as regiões específicas não são mencionadas no texto."
Qual é o papel do córtex préfrontal na memória de ...,2.87,20.19,0.514,0.424,0.514,0.667,0.556,0.5,"O córtex préfrontal ajuda na memória de trabalho, ajudando na aprendizagem, aprendizagem e aprendizagem.","O córtex préfrontal é crucial para a memória de trabalho, como demonstrado em estudos com macacos."
Qual é o processo necessário para a codificação pr...,3.06,2.72,0.286,0.121,0.229,0.571,0.452,0.5,O processo necessário para a codificaço profunda na memória explcita é a reorganizaço do código emocional.,"Codificação profunda requer atenção, motivação e conexão com informações existentes."
Qual função é realizada pelo lobo temporal medial ...,3.83,3.74,0.16,0.0,0.16,0.375,0.312,0.5,"O lobo temporal medial está envolvido em aprendizagem, aprendizagem e aprendizagem emocionais.","Contribui para a consolidação profunda, evocação e memória de trabalho."
Qual região do cérebro é responsável pela forma te...,1.99,2.57,0.111,0.0,0.111,0.0,0.0,0.5,O córtex pré-frontal.,O lobo temporal medial é responsável pelo armazenamento temporário de memórias.
Qual área do córtex está relacionada à memória sem...,7.87,3.72,0.167,0.0,0.167,0.125,0.118,0.5,Córtex pré-frontal.,"Neocórtex, incluindo lobos temporal lateral e ventral."
Que tipos de Priming foram descritos no texto?...,4.18,8.05,0.375,0.143,0.375,0.2,0.2,0.5,Priming e Priming e Priming e Priming e Priming e Priming.,Priming conceitual e Priming sensorial.
Qual é o papel do córtex extraestriatal no process...,2.53,6.23,0.41,0.216,0.41,0.571,0.508,0.5,"O córtex extraestriatal ajuda em aprendizagem, memória e aprendizagem emocionais.","O córtex extraestriatal é envolvido no aprendizado progressivo e na formação de memórias, especialmente em relação às memórias intrínsecas e hábitos."
Qual papel desempenha o sono na consolidação das m...,2.87,2.93,0.312,0.133,0.312,0.333,0.292,0.5,O sono ajuda na consolidaço das memórias.,"O sono influencia a transformação da memória temporária em memórias estáveis, afetando memórias emocionais, declarativas e processuais."
Quais são os benefícios do sono na consolidação da...,3.03,25.38,0.634,0.513,0.634,0.5,0.386,0.5,O sono ajuda na consolidaço da memória de aprendizado e ajuda na aprendizaço de novas ideias.,"O sono ajuda na consolidação da memória de aprendizado, facilitando aative reativação e a redução da demanda atencional."
Qual é o impacto de não seguir um ciclo circadiano...,12.57,4.5,0.2,0.0,0.2,0.714,0.67,0.5,O no seguir um ciclo circadiano impair a aprendizagem cognitiva.,"Erro no aprendizado, perda cognitiva, interferência no processamento visuoespacial."
Qual é o papel das microglias no sistema nervoso c...,9.64,1.25,0.118,0.0,0.118,0.444,0.376,0.5,Microglias ajudam o sistema nervoso central em afetar os movimentos cognitivos.,"As microglias modulam sinapses no SNC, liberando interleucinas e fator de necrose tumoral, que estão relacionadas à regulação química do aprendizado."
Quais citocinas liberadas por células T ativadas e...,6.42,2.41,0.077,0.0,0.077,0.923,0.923,0.5,Citocinas liberadas por células T ativadas e monócitos infiltrantes contribuem ao desenvolvimento de memórias durante a atividade cognitiva.,IL-4 e IL-10.
Quais conceitos são abordados no artigo de Kumar s...,3.96,5.44,0.286,0.231,0.286,0.25,0.236,0.5,"A memória semântica é a memória emocionada, a memória emocionada, a memória emocionada emocionada.","Metodologia, modelos e desafios atuais da memória semântica."
Qual é a definição da prática em termos de interaç...,4.02,5.17,0.421,0.222,0.368,0.167,0.133,0.5,O prático é a interaço com o mundo em qualquer modo.,"Prática é a habilidade que envolve pensamento consciente, conceitualização e organização da interação com o mundo, incluindo movimentos, funções sensoriais e motoras."
Quais áreas cerebrais estão envolvidas no controle...,3.89,6.15,0.312,0.2,0.312,0.0,0.0,0.5,"O córtex pré-frontal, córtex pré-central, córtex pré-central, córtex pré-central, córtex pré-central.","O córtex motor, o córtex somatossensorial e o cerebelo."
Quais são alguns exemplos de disfunção psicomotora...,29.68,1.84,0.162,0.0,0.108,0.2,0.156,0.5,"Disfunço psicomotora é a disfunço de movimentos emocionais, emoçes emocionais, emoçes emocionais emocionais.","Apraxia, ataxia, disartria; relacionados a Lesões cerebrais, Doença de
Alzheimer, acidente vascular cerebral, demência frontotemporal, esclerose
multipla, parkinsonismo."
Qual é o resultado de apraxia de planejamento em c...,6.62,3.23,0.133,0.0,0.067,0.6,0.514,0.5,Os crianças com TEA têm apraxia de planejamento em todos os olhos.,"Incapacidade ou ambiguidade no planejamento de atos motor, afetando a execução adaptada de ações."
Quais áreas do cérebro são envolvidas na produção ...,3.28,6.29,0.227,0.143,0.227,0.0,0.0,0.5,"O córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal.","A área motora primária (M1), área pré-motora e córtex pré-frontal."
Qual é a principal via do comando motor humano e s...,6.13,1.26,0.07,0.0,0.07,0.5,0.438,0.5,"O comando motor humano é a via do córtex pré-frontal, a via do córtex pré-frontal, a via do córtex pré-frontal, a via do córtex pré-frontal e a via do córtex pré-frontal.",Via piramidal controla movimentos voluntários e precisos; divide-se em controle dos movimentos distais e proximais.
Qual é a função do sistema nervoso autônomo?...,3.66,3.42,0.143,0.0,0.071,0.6,0.467,0.5,O sistema nervoso autônomo está a trabalhar em relaçes cognitivas.,"Controla funções corporais involuntárias como respiração, circulação sanguínea e digestão."
Quais são as principais características de uma cri...,4.31,4.55,0.105,0.0,0.105,0.0,0.0,0.5,"Os crianças com TEA têm deficiências cognitivas, emoçes cognitivas, emoçes cognitivas, emoçes cognitivas.","Falta coordenação de funções sensoriais, motoras, cognitivas, de linguagem, levando a prejuízos no comportamento e desenvolvimento."
Quais distúrbios são causados por lesões ou doença...,4.02,6.02,0.267,0.071,0.267,0.417,0.375,0.5,"Distrbios motoras, como distrbios de movimento, afetando a capacidade de realizar tarefas motoras especficas.","A apraxia, resultante de lesões cerebrais ou doenças neurológicas, impede tarefas motoras coordenadas."
Quais são os sintomas e o processo diagnóstico da ...,3.38,2.0,0.169,0.035,0.136,0.333,0.258,0.5,"O apraxia ideomotora é caracterizada pelo insufficiência de movimentos emocionais, como movimentos emocionais, movimentos emocionais, movimentos emocionais, movimentos emocionais, movimentos emocionais, movimentos emocionais, movimentos emocionais, movimentos emocionais, movimentos emocionais, movimentos emocionais, movimentos emocionais, mov",A apraxia ideomotora afeta a capacidade de realizar movimentos complexos. O diagnóstico envolve avaliação de tarefas motrças específicas por um especialista.
Qual é uma característica da dispraxia verbal?...,4.28,4.99,0.133,0.0,0.133,0.5,0.361,0.5,Dispraxia verbal é caracterizada pelo deficiência em entender palavras.,A incapacidade de articular palavras corretamente.
Quais são as consequências do comprometimento do c...,3.28,3.87,0.27,0.057,0.27,0.571,0.486,0.5,Comprometimento do controle motor nos msculos na apraxia impair a aprendizagem.,Comprometimento no controle motor causa dificuldade na execução de movimentos voluntários devido a problemas na transmissão de informações entre regiões cerebrais.
Qual é a forma mais elementar de comando motor coo...,10.92,2.29,0.0,0.0,0.0,0.5,0.417,0.5,"A comando motor coordenado é uma resoluço de movimento emocionada, emocionada emocionada, emocionada emocionada.",Os arcos reflexos na medula espinal ou no tronco encefálico.
Quais efeitos as lesões do sistema nervoso central...,2.87,15.07,0.378,0.286,0.378,0.778,0.739,0.5,Leses do sistema nervoso central podem ter efeitos nas reflexos espinhais.,"Lesões do sistema nervoso central podem causar mudanças significativas na intensidade dos reflexos espinhais, que ajudam no diagnóstico de distúrbios neurológicos."
Qual é o mecanismo por trás do reflexo miotático i...,5.41,13.56,0.333,0.235,0.333,0.5,0.464,0.5,"O reflexo miotático inverso é um reflexo miotático inverso emocionado, emocionado emocionado emocionado.","O reflexo miotático inverso envolve o relaxamento de um músculo sob força contrativa, regulando assim a força muscular."
Quais são as principais diferenças entre o reflexo...,5.41,23.77,0.415,0.314,0.415,0.429,0.402,0.5,"O reflexo miotático inverso é inverso do reflexo miotático, enquanto o reflexo miotático é inverso do reflexo miotático.","O reflexo miotático inverso é dissináptico devido à transmissão por um interneurônio inibitório, levando ao relaxamento do músculo, enquanto o reflexo miotático é excitante, causando a contração muscular."
Quais são as funções dos reflexos de extensão cruz...,3.08,6.63,0.348,0.136,0.348,0.545,0.487,0.5,Os reflexos de extenso cruzada e retirada do flexor ajudam na manutenço da postura e na marcha.,"O reflexo de extensão cruzada aumenta o suporte postural, enquanto o reflexo de retirada do flexor facilita a contração do músculo flexor durante a marcha."
Qual papel os centros superiores desempenham nos r...,2.94,19.97,0.471,0.267,0.471,0.5,0.472,0.5,Os centros superiores desempenham o controlo de reflexos.,Os centros superiores controlam e regulam continuamente os reflexos.
Quais são as funções principais do cerebelo no con...,4.73,1.88,0.311,0.0,0.222,0.667,0.619,0.5,"As funçes principais do cerebelo so o controle dos movimentos, o controle dos movimentos, o controle dos movimentos, o controle dos movimentos e o controle dos movimentos.","O cerebelo prepara e controla movimentos harmoniosos, verificando a precisão do timing e da execução."
Quais são as três áreas importantes do cerebelo pa...,4.45,4.46,0.118,0.0,0.118,0.167,0.139,0.5,"O córtex cerebelo, o córtex cerebellar e o córtex occipital.","Vestibulocerebelo, espinocerebelo e cerebrocerebelo."
Qual é a função do lobo floculonodular em relação ...,9.05,4.77,0.0,0.0,0.0,0.5,0.438,0.5,O lobo floculonodular ajuda em ajustar a postura.,Regula ajustes posturais usando informações do labirinto vestibular.
Qual função é atribuída ao verme espinal e cerebra...,9.34,3.25,0.267,0.0,0.2,0.444,0.376,0.5,O verme espinal e cerebral atribui uma funço de controlo dos msculos e movimento.,"Controles os músculos proximais, postura, locomoção, movimento ocular e afeta distantias dos membros."
Quais estruturas no sistema nervoso são responsáve...,4.7,9.24,0.414,0.148,0.414,0.364,0.315,0.5,O sistema nervoso está responsável para a suavizaço e harmonizaço dos movimentos voluntários.,O espinocerebelo contribui para a suavidade e harmonia dos movimentos dos membros.
Quais funções os microcomplexos cerebelares desemp...,3.83,2.71,0.333,0.15,0.286,0.778,0.778,0.5,Os microcomplexos cerebelares desempenham aprendizado motor e atividade mental.,"Os microcomplexos cerebelares facilitam o aprendizado motor através da redução da atividade das fibras paralelas e detecem erros de movimento, enquanto também envolvem funções mentais semelhantes a processos motores."
Qual é a diferença marcante entre as lesões cerebe...,2.8,1.27,0.07,0.0,0.07,0.375,0.303,0.5,"Os leses cerebelares so diferentes dos leses em outros centros, como a diminuiço na capacidade de aprender, a diminuiço na capacidade de aprender, a diminuiço na capacidade de aprender, e a diminuiço na capacidade de aprender.","Lesões cerebelares implicam erros dos movimentos, enquanto outras lesões levam à paralisia dos movimentos voluntários."
Quais são as funções executivas e sua importância ...,3.72,1.58,0.263,0.111,0.263,0.167,0.139,0.5,"Funçes executivas so funçes de aprendizagem, aprendizagem e aprendizagem emocionais.","Funções executivas incluem habilidades de planejamento, organização, execução e controle, essenciais para a independência pessoal e sucesso acadêmico, profissional e social."
Quais problemas podem surgir se as funções executi...,2.64,3.01,0.118,0.0,0.118,0.636,0.587,0.5,"Se as funçes executivas forem comprometidas devido a um traumatismo craniano, problemas com a aprendizagem.","Dificuldades em tarefas diárias, tomada de decisões, emoções e adaptação a novas situações."
Quais condições podem afetar a função executiva co...,4.66,3.09,0.0,0.0,0.0,0.7,0.668,0.5,A flexibilidade cognitiva e o controle inibitório podem afetar a funço executiva.,"Doenças neurodegenerativas, transtornos mentais, uso de drogas, envelhecimento."
Quais três habilidades cognitivas principais são i...,5.75,3.09,0.0,0.0,0.0,0.5,0.481,0.5,Os habilidades cognitivas so independentes mas interagem no Modelo das Funçes Executivas.,"Memória de trabalho, controle inibitório e flexibilidade mental."
Qual é a importância dos modelos teóricos das funç...,4.88,2.84,0.0,0.0,0.0,0.5,0.386,0.5,Os modelos teóricos das funçes executivas so importantes em entender os efeitos emocionais.,Orientar e organizar estratégias de avaliação e intervenção.
Qual método é usado para avaliar funções executiva...,3.2,6.57,0.429,0.167,0.286,0.273,0.261,0.5,Autoavaliaço de habilidades e estratégias de enfrentamento.,Questionários de autoavaliação.
Que vantagens e desvantagens apresenta a observaçã...,4.55,4.55,0.2,0.053,0.15,0.25,0.202,0.5,"O observaço direta é melhor em avaliaço de funçes executivas, mas é melhor em avaliaço de funçes cognitivas.","Os pontos fortes incluem a avaliação em tempo real, mas pode ser influenciada pelos comportamentos e habilidades observados."
Quais metodologias fornecem insights sobre o uso d...,5.62,5.06,0.143,0.077,0.143,0.222,0.194,0.5,"Metodologias como estudos em ambientes naturales, estudos em ambientes artificiales, estudos em ambientes artificiales.",Avaliações de habilidades executivas em ambientes naturais e exames de imagem cerebral (fMRI).
Quais fatores influenciam a decisão de encaminhar ...,5.58,4.03,0.091,0.0,0.091,0.714,0.67,0.5,Fatores influenciam a deciso de encaminhar um paciente a um especialista.,"Resultados da avaliação, objetivos de tratamento, comprometimento cognitivo atípico."
Quais são as formas de preservar e proteger as fun...,4.18,3.13,0.0,0.0,0.0,0.167,0.125,0.5,"As funçes executivas so preservadas e protegidas pelo envelhecimento emocionado, emocionado emocionado emocionado.","Exercício físico regular, incluindo exercícios aeróbicos."
Qual atividade pode ajudar a melhorar as funções e...,4.81,1.44,0.0,0.0,0.0,0.0,0.0,0.5,"Actividades emocionais, como jogos, jogos de ftbol, jogos de ftbol, jogos de ftbol, jogos de ftbol, jogos de ftbol.",Treinamento cognitivo baseado em computador.
Quais são formas de preservar e melhorar as funçõe...,4.59,1.16,0.056,0.0,0.056,0.5,0.417,0.5,"Preservar e melhorar as funçes executivas so melhorar a capacidade de concentraço e concentraço, melhorar a capacidade de concentraço e concentraço, melhorar a capacidade de concentraço e concentraço, melhorar a capacidade de concentraço e concentraço, melhorar a capacidade de concentraço e concentraço.","Exercício físico, alimentação saudável, sono adequado, treinamento cognitivo, redução do estresse, atividade mental."
