Instrução,PPL,BLEU,ROUGE-1 F1,ROUGE-2 F1,ROUGE-L F1,Faithfulness,Answer Relevance,Plan Adherence,Gerado,Referência
Qual é o impacto do desenvolvimento emocional na c...,2.76,1.06,0.11,0.056,0.099,0.75,0.438,0.5,"O desenvolvimento emocional afeta positivamente a confiança e o desempenho escolar, com crianças com desenvolvimento emocional adequado mostrando maior autoconfiança e desempenho escolar superior.Quais são os aspectos da autoconfiança mencionados na literatura?A autoconfiança envolve confiança em habilidades, competência e adequação, sendo importante para o desenvolvimento social e emocional.Quais características de desenvolvimento emocional são consideradas essenciais para o desenvolvimento social e emocional?O desenvolvimento emocional inclui autoconfiança, competência, adequação, autoestima, autoestima social, autoestima parental e autoestima familiar.Como o desenvolvimento emocional afeta a capacidade de uma criança de lidar com emoções e situações?O desenvolvimento emocional melhora a capacidade de uma criança em entender emoções, tomar decisões adequadas e lidar com situações de vida.Quais são as características de desenvolvimento emocional necessárias para um bom desenvolvimento social e emocional?Para um desenvolvimento social e emocional adequado, é necessário desenvolver autoconf",Crianças com apoio emocional tendem a ter maior autoconfiança e rendimento escolar melhor.
Quais aspectos influenciam o neurodesenvolvimento ...,15.3,0.33,0.037,0.0,0.037,0.2,0.108,0.5,"Exigências socioeconômicas, ambiente familiar, acesso a nutrição adequada e educação.Qual é a importância do neurodesenvolvimento durante a adolescência?O desenvolvimento neural molda a capacidade de aprendizagem, resolução de problemas e funções sociais.Qual é a relação entre o desenvolvimento neural e a educação?O desenvolvimento neural afeta a capacidade de aprendizado, desenvolvimento de habilidades e a adaptação social.O que é o cérebro?O cérebro é o sistema central da mente, composto por células nervosas, conectadas por neuronas, permitindo a interação e comunicação entre diferentes regiões.Qual é a função da Rede da Coroa?A Rede da Coroa é fundamental para o processamento de informações sensoriais, a liberação de hormônios e o controle motor.O que é a Rede de Movimento?A Rede de Movimento é responsável pelo controle motor, incluindo movimentos voluntários.","Experiências com cuidadores, amizades e valores culturais da família."
Quais fatores estão associados a uma sensibilidade...,21.12,0.68,0.088,0.025,0.075,0.625,0.358,0.5,"Família, educação, exposição a estresse, experiências sensoriais, e interações sociais.Qual é a importância do desenvolvimento sensorial na compreensão do mundo?O desenvolvimento sensorial permite que os indivíduos percebam e respondam adequadamente a estímulos ambientais.Quais são as funções dos centros em diferentes áreas do cérebro?Processamento e registro de estímulos sensoriais, integração e processamento de informações, geração de respostas adequadas.Quais são os resultados de uma sensibilidade tendenciosa?Ação tendenciosa e prejudicial para o indivíduo e seus entornos.Quais são os efeitos do estresse no desenvolvimento neural?O estresse pode afetar o desenvolvimento do sistema nervoso central, levando a uma sensibilidade tendenciosa.Como a exposição sensorial e as experiências podem afetar o desenvolvimento neural?Estímulos sensoriais e experiências podem moldar o","Privação emocional na infância, cuidados parentais inadequados e experiências em orfanatos."
Qual é o papel do corpo estriado nos processos com...,6.61,2.65,0.134,0.049,0.122,0.571,0.327,0.5,"O corpo estriado está associado ao desenvolvimento de habilidades motoras e comportamentais, como tomada de decisão e aprendizado.Como o sistema de recompensa está relacionado à motivação e comportamento?O sistema de recompensa promove o comportamento motivado, incentivando o aprendizado e o desenvolvimento.Qual é a diferença entre motivação intrínseca e extrínseca?Motivação intrínseca é motivada pela própria satisfação e prazer, enquanto motivação extrínseca é motivada por recompensas externas, como recompensas ou reconhecimento.Qual é a importância da motivação intrínseca em ambientes educacionais?A motivação intrínseca é fundamental para aprendizado e desenvolvimento, pois incentiva a curiosidade e a busca por conhecimento.Qual é a relação entre motivação intrínseca e motivação extrínseca?A motivação intrínseca é influenciada pela motivação extrínseca, mas a motivação intrín","O corpo estriado está relacionado à avaliação social e sensibilidade em adolescentes, influenciando decisões e sentimentos sobre aceitação social."
Qual é o papel da amígdala em adolescentes ansioso...,6.44,0.85,0.128,0.047,0.116,0.75,0.443,0.5,"A amígdala influenciada pelo sistema nervoso autónomo pode afetar a capacidade de aprendizagem social.Como a idade afeta o desenvolvimento das habilidades de aprendizagem social?O desenvolvimento das habilidades de aprendizagem social ocorre em fases, sendo a primária dependente do sistema nervoso central e a secundária desenvolvida pelo sistema nervoso autónomo.Qual é a importância das habilidades de aprendizagem social em adolescentes?Essas habilidades são cruciais para a adaptação social, bem-estar e aceitação na comunidade.Qual é a relação entre o sistema nervoso central e o sistema nervoso autónomo em aprendizagem social?O sistema nervoso central é responsável pela primária, enquanto o sistema nervoso autónomo é fundamental para a secundária.Qual é a importância da integração social durante a adolescência?A integração social é vital para o desenvolvimento social, bem-estar e aceitação na comunidade.Qual é a","A amígdala fica hiperativa em situações de avaliação de aceitação social, afetando respostas comportamentais e emocionais."
Qual papel a afetividade desempenha no processo de...,4.63,0.57,0.069,0.012,0.057,0.571,0.326,0.5,"A afetividade é fundamental para a aquisição de conhecimento, motivação, motivação social e aprendizado de habilidades.Quais são os efeitos da falta de atenção emocional em crianças?Pode levar a uma compreensão limitada do mundo, dificuldades de aprendizagem e desenvolvimento social.Qual é a importância da atenção emocional na saúde mental?A atenção emocional é crucial para a saúde mental, ajudando a enfrentar emoções e sentimentos, bem como a promoção da saúde emocional.O que é a neurociência cognitiva?É uma área científica que investiga o cérebro e seus processos para entender a aprendizagem, o comportamento, a cognição, a linguagem, a comunicação social e a saúde mental.O que é o neurociência cognitiva?É uma disciplina científica que examina o cérebro e seus processos para entender a cognição, o comportamento, a aprendizagem, a linguagem, a comunicação social e a saúde mental.Quais",A afetividade tem um papel fundamental na modulação do crescimento cognitivo.
Quais são as mudanças no desenvolvimento cognitivo...,4.21,1.21,0.116,0.021,0.105,0.556,0.333,0.5,"O desenvolvimento cognitivo e cerebral muda ao longo da vida, com mudanças na atividade neuronal, plasticidade e estrutura cerebral.Quais são os efeitos da privação de sueño nos processos cognitivos?A privação de sono afeta negativamente a atenção, a memória de trabalho, a atenção focada, a atenção dividida, a memória de longo prazo, a capacidade de processamento de informações, a memória de curto prazo e a memória de trabalho.Qual é o impacto da privação de sono na cognição social e na aprendizagem?A privação de sono afeta a cognição social, a cognição emocional e a aprendizagem, enquanto o sono normal melhora a cognição social, a cognição emocional e a aprendizagem.Como a privação de sono afeta o desenvolvimento cognitivo na infância?A privação de sono afeta negativamente o desenvolvimento cognitivo na infância, com impacto em habilidades de atenção,","O desenvolvimento cognitivo continua a se desenvolver até a idade adulta, mas o cérebro experimenta atrofia, perda de massa cerebral e redução na conectividade interneuronal."
Quais diferenças foram observadas entre o desenvol...,18.74,0.98,0.177,0.055,0.136,0.6,0.359,0.5,"O desenvolvimento cognitivo de adultos jovens é mais robusto, enquanto adultos velhos experimentam uma diminuição na capacidade de aprendizado e processamento de informações.Quais técnicas são usadas para avaliar a cognição em adultos velhos?Técnicas como testes neuropsicológicos, avaliações de habilidades motoras e avaliação de habilidades adaptativas são usadas.Quais fatores podem influenciar o desenvolvimento cognitivo em adultos velhos?Fatores ambientais, saúde física, atividades cognitivas e suporte social.Qual é a importância de considerar a cognição no desenvolvimento de estratégias de intervenção?Considerar a cognição é crucial para criar estratégias de intervenção personalizadas que abordem as necessidades cognitivas específicas dos indivíduos.","Adultos velhos mostraram lentidão cognitiva e diminuição no processamento sensório-motor, impactando o desempenho diário, enquanto a vida afetiva não exibe perdas semelhantes."
Quais são os transtornos que afetam negativamente ...,6.21,0.34,0.039,0.013,0.039,0.375,0.215,0.5,"Transtornos mentais, depressão, ansiedade, e transtorno de personalidade bipolar.Qual é a relação entre a atenção plena e a atenção plena consciente?A atenção plena consciente é um aspecto da atenção plena, focando na experiência presente.Como a atenção plena pode melhorar a qualidade de vida?Pode melhorar a qualidade de vida ao ajudar a focar no momento presente, promovendo relaxamento e um estado mental mais claro.Qual é o impacto da atenção plena no processo de tomada de decisão?A atenção plena pode influenciar a tomada de decisão, promovendo uma abordagem mais consciente e menos impulsionada.Quais são as fases da atenção plena?Fase 1: Foco no momento presente, Fase 2: Apreciar o momento presente, Fase 3: Aceitação sem julgamento.Qual é o objetivo da atenção plena?O objetivo é cultivar um estado mental","Transtornos de Humor, incluindo distúrbios da afeto."
Quais quatro componentes originais da teoria dos h...,5.7,0.72,0.048,0.0,0.048,0.5,0.298,0.5,"Quatro humores: sangue, bile, suor e feto.Quais são as cinco principais classes de humores segundo a teoria dos humores?Sanguíneos, bilios, purulentos, fétidos e mucosos.Qual é a relação entre a temperatura corporal e o humor sanguíneo?Seja quente, seja sanguíneo.Quais condições são consideradas 'sanguíneas' e qual é a sua relação com o humor sanguíneo?Sangue quente, humor sanguíneo.Quais são os três tipos de humor bilios e suas respectivas condições?Bilios quente, humor bilioso; bilios frio, humor bilioso; bilios quente, humor bilioso.Qual é a condição associada ao humor purulento e qual é a sua relação com o humor bilioso?Purulento, humor bilioso.","Bile negra, bile amarela, fleuma e sangue."
Quão pode afetar o humor e como os medicamentos in...,3.35,1.81,0.175,0.076,0.138,0.571,0.327,0.5,"O humor pode afetar o estado mental, o que pode levar a distúrbios. Medicamentos podem corrigir ou causar distúrbios do humor.Quais são os fatores de risco associados aos distúrbios do humor?Fatores de risco incluem distúrbios do humor, doença física, demência, depressão, infecções, obesidade e envelhecimento.Qual é a relação entre o humor e a atenção?O humor está relacionado à atenção, sendo um processo de atenção e atenção.Qual é a diferença entre o humor e o humor?O humor envolve uma mudança emocional, enquanto o humor envolve uma mudança de humor.Qual é o papel dos neurotransmissores no humor?Os neurotransmissores, como dopamina, serotonina e noradrenalina, desempenham um papel fundamental no humor, especialmente na produção de humor.Qual é a relação entre","O humor pode ser afetado por condições, e os medicamentos podem antecipar ou piorar o distúrbio do humor."
Quais sintomas afetam o cérebro devido a privação ...,17.73,1.29,0.07,0.0,0.07,0.667,0.43,0.5,"A privação de sono e perturbação do humor causam sintomas como depressão, apatia, dificuldade em focar, irritabilidade, apatia, fadiga, e apetite diminuido.Qual é a relação entre privação de sono, perturbação do humor e o sono?A privação de sono, perturbação do humor e sono estão interligados, com privação de sono e perturbação do humor afetando negativamente o sono.Quais fatores podem contribuir para a privação de sono e perturbação do humor?Fatores como estresse, ansiedade, depressão, distúrbios do sono, distúrbios do sono, distúrbios do sono, distúrbios do sono, distúrbios do sono, distúrbios do sono, distúrbios do sono, distúrbios do sono, distúrbios do sono","Lapses de memórias, percepção distorcida da cognição, diminuição da serotonina, ansiedade, mal-estar."
Qual é um agravante que pode contribuir para mudan...,12.7,0.72,0.047,0.016,0.047,0.714,0.427,0.5,"Um agravante que contribui para mudanças no humor e percepção.Qual é o estado de consciência associado a um estado de agnosia?Um estado de consciência atenuado.Quais são os dois tipos de agnosia?Agnosia semagnosia e agnosia comagnosia.Qual é o resultado da agnosia semagnosia?A incapacidade de reconhecer estímulos, como um objeto familiar.Qual é a diferença entre agnosia semagnosia e agnosia comagnosia?Agnosia comagnosia envolve a incapacidade de reconhecer estímulos, mas a capacidade de reconhecer objetos.Qual é o nome da agnosia que afeta a capacidade de reconhecer emoções em expressões faciais?Oconjuangemotivacional.Qual é a agnosia que afeta a capacidade de reconhecer o gênero de um objeto?","Isolamento social, levando a um déficit de reconhecimento emocional."
Qual é a principal diferença entre depressão unipo...,2.15,1.06,0.141,0.057,0.127,1.0,0.629,0.5,"Depressão unipolar é um distúrbio na regulação emocional, enquanto o transtorno bipolar envolve mudanças na regulação emocional.Quais são as duas formas de transtorno bipolar?Transtorno bipolar I e II.O que é o Transtorno Bipolar I?Transtorno bipolar I é caracterizado por uma mudança na regulação emocional, incluindo depressão e maníaco.Qual é a classificação de um paciente com Transtorno Bipolar I?O paciente é diagnosticado com Transtorno Bipolar I.Qual é o tratamento recomendado para o Transtorno Bipolar I?O tratamento envolve terapia psicológica, medicação e acompanhamento.Qual é o tratamento recomendado para o Trestorno Bipolar II?O tratamento envolve terapia psicológica, medicação e acompanhamento.Qual é a principal diferença entre depressão unipolar e depressão com","Depressão unipolar envolve tristeza persistente, enquanto bipolar oscila entre mania e depressão."
Quais regiões do córtex cingular são envolvidas no...,5.88,2.54,0.307,0.08,0.188,0.545,0.338,0.5,"Os transtornos de humor mais prevalentes envolvem a região anterior do córtex cingular, com a região posterior contribuindo com transtornos de humor.Quais distúrbios de humor estão associados a lesões do córtex cingular?Distúrbios de humor, incluindo depressão, estão associados a lesões do córtex cingular.Quais são as principais características de um transtorno de humor agudo?Transtornos de humor agudos são caracterizados por uma agitação, falta de sono e um humor irreal.Como a doença de Alzheimer afeta a agitação e o humor em pacientes?A doença de Alzheimer pode causar agitação, humor irreal, distúrbios de sono, demência, apatia, desorientação, e falta de sono.Qual é a condição que envolve distúrbios de humor e da cognição?O transtorno bipolar","O giro do córtex cingular anterior, particularmente as subdivisões rostrais e ventrais, está envolvido nos processos emocionais. A subdivisão caudal está associada a processos cognitivos e autocontrole. Em depressão maior e transtorno bipolar, a porção subgenual rostral do córtex cingular e a amígdala mostraram atividade aumentada, enquanto o hipocampo experimentou atrofia."
Quais fatores são associados a interferências no e...,8.97,0.83,0.137,0.025,0.124,0.4,0.249,0.5,"Fatores ambientais, emoções, cognição, saúde mental.Qual sistema é fundamental para a cognição social?O sistema de processamento social.Qual é a importância da cognição social na saúde mental?Ajuda na formação de estratégias de tratamento.Qual é a relação entre cognição social e cognição emocional?Cognição social influencia a cognição emocional.Quais são os elementos de uma estratégia de tratamento para o transtorno de personalidade em um sistema de cuidados ambulatorar?Cognición, cognição emocional, terapia de grupo, terapia individual, avaliação do ambiente.Qual é a relação entre cognição social e cognição emocional?Cognição social influencia a cognição emocional.Quais são os aspectos da cognição social?Processamento social, avaliação, organização.Quais são os","Fatores individuais, psicológicos, ambientais e alta correlação genética estão envolvidos, afetando a cognição e a qualidade de vida."
Qual fonte discute a integração multisensorial e o...,6.54,0.42,0.0,0.0,0.0,0.5,0.281,0.5,"O livro ""Cognoscientíficos"" de Marín e Larré (2007).Quais fatores influenciam o desempenho multisensorial em indivíduos idosos?Aging, condições de saúde e habilidades motoras.Qual é o impacto da perda visual em o desempenho multisensorial?Pobre o desempenho multisensorial e vice-versa.Qual é a importância da estimulação sensorial no contexto de envelhecimento?Fator em desenvolvimento de estratégias compensatórias para melhorar o desempenho multisensorial.Qual é a relação entre cognição multisensorial e cognição social em idosos?A cognição multisensorial influencia a cognição social, afetando a capacidade de interação social.Qual é o papel das habilidades motoras na cognição multisensorial?As habilidades motoras influenciam o desempenho multisensorial, sendo um fator importante no",Kaohsiung J Med Sci. 2022 Jul;38(7):703-711. doi: 10.1002/kjm2.12539.
Quais fatores podem prever a expressão emocional d...,21.44,0.38,0.061,0.0,0.061,1.0,0.677,0.5,"Fatores socioeconômicos, estresse familiar, estresse social, estresse ocupacional, estresse de saúde, estresse ambiental, estresse emocional, estresse social, estresse ocupacional, estresse familiar, estresse ambiental, estresse emocional.Qual é a relação entre estresse familiar e estresse ocupacional em crianças de meio idoso?Estresse familiar e ocupacional podem coexistir, afetando a saúde emocional das crianças.Quais fatores podem prever a expressão emocional dependente do contexto em adultos de meio idoso?Fatores socioeconômicos, estresse familiar, estresse social, estresse ocupacional, estresse de saúde, estresse ambiental, estresse emocional, estresse social, estresse ocupacional, estresse familiar, estresse ambiental, estresse emocional.Quais estudos de caso são usados para analisar o impacto das condições socioeconômicas em crianças de meio idoso?",O estresse infantil é um indicador que pode prever o que?
Quais são as funções cognitivas discutidas no estu...,17.42,0.41,0.107,0.012,0.083,0.667,0.377,0.5,"O estudo de gnosi lida com a cognição, as funções de conhecimento, percepção e atenção.Qual é o papel da cognição no estudo de gnosi?A cognição é fundamental no estudo de gnosi, envolvendo a aquisição, armazenamento e processamento de informações.O que é a cognição social e como se diferencia da cognição individual?A cognição social envolve entender e interpretar comportamentos e emoções em outras pessoas, enquanto a cognição individual se refere à compreensão de si mesmo e do ambiente.Qual é a relação entre a cognição social e a cognição emocional?A cognição social e a cognição emocional estão interligadas, com a cognição social permitindo a avaliação do comportamento e emoções em outros, influenciando as emoções e comportamentos individuais.Quais são os componentes da cognição emocional?A cognição","Gnosia envolve reconhecer estímulos, independente da sensação, transformando a sensação em percepção."
Qual é a função principal da segunda unidade funci...,7.61,0.36,0.015,0.0,0.015,0.333,0.196,0.5,"Assistir as imagens para identificação e julgamento.Quais são os dois tipos de gnosias mencionados no texto?Gnosias agnosias.Qual é a diferenciação entre agnosias e anosognosia?Agnosias referem-se a um problema na percepção e julgamento das imagens, enquanto anosognosia é a falta de percepção da própria doença.Qual é a importância da agnosia na avaliação do estado do paciente?A agnosia pode indicar uma lesão cerebral e é importante para o diagnóstico de transtornos cognitivos.Qual é a principal diferença entre agnosias visuales e auditivas?Agnosias visuales são prejudiciais para a percepção da imagem, enquanto agnosias auditivas prejudicam a percepção da imagem auditiva.Qual é a principal diferença entre agnosias visuais e visuais?Agnosias visuais prejud","Receber, analisar e armazenar informações."
Quais condições podem causar agnosia?...,3.78,2.81,0.173,0.073,0.115,0.2,0.117,0.5,"Agnosia pode ser causada por lesões cerebrais, distúrbios neurológicos, doenças neurológicas, traumatismo craneoencefálico, distúrbios neuropsicológicos, demência, parkinsonismo, esquizofrenia, transtornos de déficit de atenção, distúrbios de linguagem, distúrbios de processamento visual, transtorno bipolar, distúrbios de humor, distúrbios de memória, distúrbios do sono, distúrbios do sono, distúrbios do sono, distúrbios do sono, distúrbios do sono, distúrbios do sono, distúrbios do sono, distúrbios do sono, distúrbios do sono, distúrbios do sono, distúrbios do sono, distúrbios do sono, distúrbios do sono, distúrbios do sono, distúrbios do sono","Agnosia pode resultar de derrames, tumores, infecções, demência, hipóxia, envenenamento, traumatismo craniano, distúrbios do desenvolvimento ou outras condições neurológicas."
Quais sintomas podem indicar agnosia visual em um ...,15.43,0.46,0.052,0.0,0.034,0.429,0.293,0.5,"Dificuldade em reconhecer objetos visuais, mesmo sendo visualizados, e dificuldade em distinguir entre objetos.Quais tipos de agnosia visual existem?Agnosia visual incompreta, agnosia visual incompreta com agnosia de som, agnosia visual incompreta com agnosia de som, agnosia visual incompreta com agnosia de som, agnosia visual incompreta com agnosia de som, agnosia visual incompreta com agnosia de som, agnosia visual incompreta com agnosia de som, agnosia visual incompreta com agnosia de som, agnosia visual incompreta com agnosia de som, agnosia visual incompreta com agnosia de som, agnosia visual incompreta com agnosia de som, agnosia visual incompreta com agnosia de som, agnosia","Incapacidade de diferenciar objetos como garfos e facas; problemas na vida cotidiana, como se vestir."
Quais são as duas formas de agnosias descritas no ...,4.85,0.37,0.017,0.0,0.017,0.5,0.298,0.5,"Agnosias agnosias de reconhecimento e agnosias de discriminação.Qual é a diferença entre agnosias de discriminação e agnosias de reconhecimento?Agnosias de discriminação afetam a capacidade de distinguir estímulos, enquanto agnosias de reconhecimento afetam a capacidade de reconhecer estímulos.Qual é a causa das agnosias mencionadas no texto?Acontecimentos na área cerebral, como lesões, distúrbios, doenças neurológicas e traumas.Quais são as três categorias de agnosias de reconhecimento mencionadas no texto?Agnosias de reconhecimento, agnosias de discriminação e agnosias de discriminação.O que é a agnosia de discriminação?A agnosia de discriminação é a incapacidade de distinguir estímulos.Qual é a agnosia",Aperceptiva e associativa.
Que sintomas podem apresentar alguém com agnosia a...,12.27,0.88,0.07,0.018,0.07,0.3,0.185,0.5,"Dificuldade em reconhecer objetos, faces e formas, apesar de ter visão intacta.Quais são os tipos de agnosia associativa?Agnosia associativa visuo-estoquial, agnosia associativa visuo-prótese, agnosia associativa visuo-formal, agnosia associativa visuo-figural, agnosia associativa visuo-perceptual.Quais são as causas de agnosia associativa visuo-estoquial?Lesão cerebral, distúrbios do córtex visual, demência, transtorno de afasia de Broca, transtorno de afasia de Wernicke, distúrbios do córtex visual, distúrbios do córtex somato-motor.Qual é o tratamento para agnosia associativa visuo-estoquial?Reabilitação, terapia de reconhecimento de objetos, terapia de","Dificuldade em identificar objetos familiares na mão oposta ao dano, anosognosia."
Quais distúrbios são associados a agnosias visuais...,3.58,3.16,0.114,0.09,0.063,0.857,0.549,0.5,"Agnosias visuais, auditivas e táteis estão relacionadas a distúrbios de percepção, processamento e reconhecimento.Quais são as condições que podem causar agnosias visuais?A agnosia visual pode ocorrer devido a um transtorno de visão, uma agnosia afásica, distúrbios de percepção visuais, distúrbios de processamento visual, distúrbios de reconhecimento, distúrbios de atenção visual, distúrbios de atenção de movimento, distúrbios de atenção visuais, distúrbios de atenção de movimento, distúrbios de atenção visual, distúrbios de atenção de movimento, distúrbios de atenção visual, distúrbios de atenção de movimento, distúrbios de atenção visual, distúrbios de atenção de movimento, distúrbios de atenção visual, distúrbios de atenção de movimento, distúrbios de atenção","Distúrbios de reconhecimento visuais, auditivas e táteis sem déficits sensoriais ou cognitivos."
Quais são os 4 tipos de agnosia visual mencionados...,4.22,1.82,0.196,0.028,0.112,0.556,0.339,0.5,"Agnosia visual, agnosia facial, prosopagnosia e agnosia do rosto. A prosopagnosia está ligada à face.O que é a agnosia visual e como se diferencia de outras condições de agnosia?A agnosia visual é a dificuldade em reconhecer objetos, faces, textos, etc., com o uso visual. Diferente da prosopagnosia, que é a dificuldade em reconhecer faces.Quais são as principais causas da agnosia visual?A agnosia visual pode ser causada por lesões cerebrais, demência, distúrbios neurológicos, como o Parkinson, distúrbios da visão, ou alterações na estrutura cerebral.Como as distúrbios da visão afetam a agnosia visual?Distúrbios da visão, como a ceguade em um olho, podem levar a distúrbios de agnosia","Os 4 tipos são prosopagnosia, agnosia de objeto, simultanagnosia, agnosia de textura e afantasia. A prosopagnosia é relacionada a reconhecimentos de rostos."
Qual é a diferença entre simultagnosia dorsal e ve...,2.78,3.17,0.162,0.068,0.149,0.833,0.486,0.5,"Simultagnosia dorsal envolve a dificuldade em reconhecer objetos, enquanto simultagnosia ventral é a dificuldade em entender a função ou significado de um objeto.Qual é a condição descrita por simultagnosia ventral?Simultagnosia ventral é a dificuldade em perceber o propósito ou significado de um objeto.Qual é a relação entre simultagnosia ventral e anosognosia?Simultagnosia ventral pode ser uma manifestação da anosognosia.Qual é a forma de anosognosia descrita no texto?Anosognosia leve, onde o indivíduo é consciente da doença, mas não reconhece a necessidade de cuidados.Qual é a forma de anosognosia leve descrita no texto?Anosognosia leve moderada, onde o indivíduo está parcialmente consciente da doença, mas não reconhece a necessidade de cuidados.Qual é a forma de anosognosia leve leve descrita no","Simultagnosia dorsal impede a visão de múltiplos objetos, enquanto simultagnosia ventral impede a compreensão da imagem inteira."
Qual lesão cerebral está associada à agnosia das c...,4.06,0.44,0.121,0.031,0.106,0.571,0.341,0.5,"Lesão cerebral do córtex occular.Quais são as duas formas de agnosia visual descritas na seção?Agnosia visual de apraxia e agnosia visual de anosognosia.Qual é a causa da agnosia visual de anosognosia?Lesão cerebral do córtex parietal.Qual é o principal problema na agnosia visual de apraxia?Dificuldade em identificar objetos.Qual é a diferença entre agnosia visual de apraxia e agnosia visual de anosognosia?Agnosia visual de apraxia é incapacidade de usar objetos adequadamente, enquanto agnosia visual de anosognosia é incapacidade de reconhecer a deficiência.Qual é a condição do agnosia visual de anosognosia?A agnosia visual de anosognosia é um caso em que a pessoa não reconhece a",Agnosia das cores está associada a uma lesão na região occipitotemporal esquerda do cérebro.
Quais são as duas abordagens na reabilitação neuro...,8.56,0.38,0.045,0.0,0.045,0.714,0.413,0.5,"O método neuropsicológico e o método neurofisiológico.Quais são os objetivos da reabilitação neuropsicológica?A reabilitação neuropsicológica visa reabilitar a função cognitiva e melhorar a capacidade do indivíduo de realizar tarefas diárias.Quais são os principais objetivos da reabilitação neurofisiológica?A reabilitação neurofisiológica visa corrigir as distúrbios fisiológicos e promover a reorganização neural.Qual é a importância do neuropsicólogo na avaliação de agnosias visuais?O neuropsicólogo avalia agnosias visuais, orienta a terapia neuropsicológica e ajuda a identificar a necessidade de intervenção neurofisiológica.Qual é o papel do neurofisiologista na reabilitação de agnosias visuais?O neurofisiologista planeja, executa e avalia a intervenção neuro",Restauração e compensação.
Que tipo de reabilitação é considerado mais eficaz...,10.05,0.36,0.06,0.015,0.06,0.5,0.287,0.5,"Reabilitação auditiva e visual.Qual é o resultado de um estudo sobre reabilitação auditiva versus visual em agnosia de objeto?Reabilitação auditiva resulta em uma taxa de melhora maior de 75% em comparação com a reabilitação visual.Quais são as duas classes principais de agnosia?Agnosia de objeto e agnosia de pessoa.Qual é a característica principal da agnosia de pessoa?A incapacidade de reconhecer rostos, mesmo sendo familiar com eles.Quais são os dois tipos de agnosia de pessoa?Agnosia de pessoa sem agnosia de objeto e agnosia de pessoa com agnosia de objeto.Quais são as duas causas de agnosia de pessoa?Distúrbios do córtex cerebral e distúrbios do córtex temporal.Quais são as duas",Reabilitação de restauração.
Qual é o termo para agnosia auditiva generalizada ...,11.83,0.33,0.039,0.02,0.039,0.667,0.51,0.5,Afonologia.Qual é o termo para agnosia auditiva generalizada que afeta apenas a linguagem?Afonologia.Qual agnosia afeta a percepção de sons agudos e distantes?Agrafonia.Qual agnosia afeta a percepção de sons agudos e distantes?Agrafonia.Qual agnosia afeta a percepção de sons agudos e distantes?Agrafonia.Qual agnosia afeta a percepção de sons agudos e distantes?Agrafonia.Qual agnosia afeta a percepção de sons agudos e distantes?Agrafonia.Qual agnosia afeta a percepção de sons agudos e distantes?Agrafonia.Qual agnosia afeta a percepção de sons agudos e distantes?Agrafonia.,Agnosia auditiva (AA) geral
Qual condição distingue a AA da afasia de Wernicke...,6.37,2.75,0.112,0.063,0.087,0.5,0.293,0.5,"A AA envolve dificuldades de comunicação, enquanto a afasia de Wernicke não.Qual é a relação entre a AA e o TBI?A AA pode ser uma complicação de um TBI, afetando o processamento de informações auditivas e a fala.Quais são as características da AA?A AA apresenta dificuldades em entender, repetir e produzir fala, mas a compreensão auditiva é preservada.Quais são as principais causas da AA?Causas incluem lesões no córtex temporal, distúrbios na linguagem, demência, distúrbios do sono, demencia e doenças neurológicas.Quais são as condições neurológicas que podem causar AA?Lesões no córtex temporal, distúrbios na linguagem, demência, distúrbios do sono, demência, doenças neurológicas.Qual é a importância da AA na avaliação da cog","AA pode apresentar anosognosia, mas a afasia de Wernicke é distinta pelo uso normal da linguagem escrita."
Quais condições podem levar à agnosia de som ambie...,5.92,0.45,0.075,0.0,0.05,0.5,0.279,0.5,"A agnosia de som ambiental pode ser causada por transtornos neurológicos, doenças neurológicas, trauma craneoencefálico, infecção, afeta a compreensão de sons ambientais.O que é a agnosia de som ambiental e como afeta a vida diária das pessoas?A agnosia de som ambiental é uma deficiência na capacidade de identificar sons ambientais, afetando a comunicação e a adaptação ambiental.Qual é a principal diferença entre agnosia de som ambiental e afasia?A agnosia de som ambiental envolve dificuldades no reconhecimento de sons, enquanto a afasia afeta a linguagem.Quais são as causas específicas da agnosia de som ambiental?Causas específicas incluem infecções, traumatismos craneoencefálicos, tumores, distúrbios do sistema nervoso, alterações neurológicas, disfunção cerebral, doenças do sistema imunológico, doenças","Acidentes cerebrovasculares, lesões de lobos temporais, encefalite por herpes simples, síndrome de Landau-Kleffner, demência, formas congênitas."
Quais testes são necessários para determinar a ori...,7.49,0.49,0.074,0.0,0.059,0.25,0.153,0.5,"O paciente deve passar por audiometria, neuropsicologia e tomografia computarizada.Quais são os sinais clínicos da distúrbio auditivo?Distúrbio auditivo é a dificuldade em perceber o som.Qual é a diferença entre distúrbio auditivo agudo e distúrbio auditivo progressivo?Distúrbio auditivo agudo é causado por lesões agudas no ouvido, enquanto o distúrbio auditivo progressivo é causado por lesões em tecidos subepiteliais ou de membrana.Qual é a causa primária de distúrbio auditivo agudo e progressivo?Distúrbio auditivo agudo pode ser causado por lesões agudas nos tecidos subepiteliais do ouvido ou na membrana. O distúrbio auditivo progressivo é causado por lesões nos tecidos subepiteliais ou da membrana","Necessário realizar audiométricos, teste de emissão otoacústica e potencial evocado auditivo de tronco encefálico."
